host,country,as_organization,certs_subject_org,certs_subject_cn,certs_valid,ip,port,protocol,title,domain,city
https://104.90.163.117,DE,AKAMAI-AS,"PayPal, Inc.",www.paypal.com,true,104.90.163.117,443,https,,,Frankfurt am Main
https://104.89.43.215,DE,AKAMAI-AS,"PayPal, Inc.",assets-cdn.s-xoom.com,true,104.89.43.215,443,https,,,Frankfurt am Main
https://104.127.146.150,US,AKAMAI-AS,"PayPal, Inc.",www.paypal.co.uk,true,104.127.146.150,443,https,,,Atlanta
https://96.6.140.17,US,AKAMAI-AS,"PayPal, Inc.",www.paypal.com,true,96.6.140.17,443,https,,,San Jose
https://104.127.145.46,US,AKAMAI-AS,"PayPal, Inc.",mobile.paypal.com,true,104.127.145.46,443,https,,,Atlanta
https://104.96.23.164,US,AKAMAI-AS,"PayPal, Inc.",www.paypal.co.uk,true,104.96.23.164,443,https,,,San Jose
https://104.89.6.113,DE,AKAMAI-AS,"PayPal, Inc.",www.paypal.com,true,104.89.6.113,443,https,,,Frankfurt am Main
https://23.1.251.42,US,AKAMAI-AS,"PayPal, Inc.",www.paypal-experience.com,true,23.1.251.42,443,https,,,Atlanta
https://104.89.18.151,DE,AKAMAI-AS,"PayPal, Inc.",aktest.paypal.com,true,104.89.18.151,443,https,,,Frankfurt am Main
https://104.85.71.131,CN,AKAMAI-AS,"PayPal, Inc.",www.paypal-experience.com,true,104.85.71.131,443,https,,,Central
https://23.77.71.167,US,AKAMAI-AS,"PayPal, Inc.",www.paypal.co.uk,true,23.77.71.167,443,https,,,San Jose
https://23.218.22.100,JP,AKAMAI-AS,"PayPal, Inc.",www.paypal.co.uk,true,23.218.22.100,443,https,,,Osaka
https://23.42.253.58,BR,TELEFONICA TELXIUS,"PayPal, Inc.",aktest.paypal.com,true,23.42.253.58,443,https,,,Rio de Janeiro
https://13.59.189.62,US,AMAZON-02,"PayPal, Inc.",origin-analytics-sand.sandbox.braintree-api.com,true,13.59.189.62,443,https,,,Columbus
https://23.218.21.107,JP,AKAMAI-AS,"PayPal, Inc.",api-m.paypal.com,true,23.218.21.107,443,https,,,Osaka
https://104.86.163.162,US,AKAMAI-AS,"PayPal, Inc.",www.paypal.com,true,104.86.163.162,443,https,,,Miami
https://204.92.31.246,US,NETDYNAMICS,"PayPal, Inc.",www.paypal-viewpoints.com,true,204.92.31.246,443,https,404 - Not found or no permission to access,,
https://23.10.105.128,US,AKAMAI-AS,"PayPal, Inc.",www.paypal.co.uk,true,23.10.105.128,443,https,,,Miami
https://104.89.41.228,DE,AKAMAI-AS,"PayPal, Inc.",pointofsale-s.paypal.com,true,104.89.41.228,443,https,,,Frankfurt am Main
https://23.192.95.240,US,AKAMAI-AS,"PayPal, Inc.",assets-cdn.s-xoom.com,true,23.192.95.240,443,https,,,Atlanta
https://104.89.45.2,DE,AKAMAI-AS,"PayPal, Inc.",c.paypal.com,true,104.89.45.2,443,https,,,Frankfurt am Main
https://104.90.173.80,DE,AKAMAI-AS,"PayPal, Inc.",paypal.adtag.where.com,true,104.90.173.80,443,https,,,Frankfurt am Main
https://104.90.171.11,DE,AKAMAI-AS,"PayPal, Inc.",www.paypal.com,true,104.90.171.11,443,https,,,Frankfurt am Main
https://23.50.41.217,US,AKAMAI-AS,"PayPal, Inc.",t.paypal.com,true,23.50.41.217,443,https,,,San Jose
https://54.230.127.57,US,AMAZON-02,"PayPal, Inc.",venmosdk.braintreegateway.com,true,54.230.127.57,443,https,ERROR: The request could not be satisfied,,
https://13.33.27.6,US,AMAZON-02,"PayPal, Inc.",venmosdk.braintreegateway.com,true,13.33.27.6,443,https,ERROR: The request could not be satisfied,,
https://104.89.44.140,DE,AKAMAI-AS,"PayPal, Inc.",www.paypal.co.uk,true,104.89.44.140,443,https,,,Frankfurt am Main
https://104.89.42.131,DE,AKAMAI-AS,"PayPal, Inc.",t.paypal.com,true,104.89.42.131,443,https,,,Frankfurt am Main
https://fis.eng.paydiant.com,US,CENTURYLINK-LEGACY-SAVVIS,,*.qa.paydiant.com,true,64.14.89.121,443,https,,paydiant.com,
https://wifiguest.paydiant.com,AU,CLOUDFLARENET,"Cloudflare, Inc.",cloudflare-dns.com,true,1.1.1.1,443,https,,paydiant.com,
https://certification-sitestatus.external.skybridge.paydiant.com,US,AMAZON-AES,,*.execute-api.us-east-1.amazonaws.com,true,52.206.10.82,443,https,,paydiant.com,Ashburn
https://lb-green.us-east-1.engineering.core.paydiant.com,US,AMAZON-AES,,*.engineering.paydiant.com,true,52.71.53.253,443,https,,paydiant.com,Ashburn
https://prod-sitestatus.external.skybridge.paydiant.com,US,AMAZON-AES,,*.execute-api.us-east-1.amazonaws.com,true,18.210.5.185,443,https,,paydiant.com,Ashburn
https://lb.us-east-1.engineering.core.paydiant.com,US,AMAZON-AES,,*.engineering.paydiant.com,true,52.4.1.136,443,https,,paydiant.com,Ashburn
https://bmoharris-b2b.paydiant.com:445,US,CENTURYLINK-LEGACY-SAVVIS,"PayPal, Inc.",atmgateway-iso.paydiant.com,false,64.14.89.90,445,https,,paydiant.com,
https://bmoharris-b2b.paydiant.com,US,CENTURYLINK-LEGACY-SAVVIS,"PayPal, Inc.",atmgateway.paydiant.com,true,64.14.89.90,443,https,,paydiant.com,
wifiguest.paydiant.com:53,AU,CLOUDFLARENET,,,false,1.1.1.1,53,dns,,paydiant.com,
https://atm.paydiant.com,US,CENTURYLINK-LEGACY-SAVVIS,"PayPal, Inc.",atmgateway-iso.paydiant.com,false,209.202.152.104,443,https,,paydiant.com,
https://api-b2b.testing.paydiant.com,US,AMAZON-AES,,*.testing.paydiant.com,true,52.22.90.131,443,https,,paydiant.com,Ashburn
https://lb-sasi.us-east-1.production.core.paydiant.com,US,AMAZON-AES,,*.paydiant.com,true,3.226.18.149,443,https,,paydiant.com,Ashburn
wifiguest.paydiant.com,AU,CLOUDFLARENET,,,false,1.1.1.1,80,http,,paydiant.com,
https://lb-sasi.us-east-1.staging.core.paydiant.com,US,AMAZON-AES,,*.staging.paydiant.com,true,52.1.6.114,443,https,,paydiant.com,Ashburn
https://auto.eng.paydiant.com,US,CENTURYLINK-LEGACY-SAVVIS,,*.qa.paydiant.com,true,64.14.89.121,443,https,,paydiant.com,
https://sasi.staging.paydiant.com,US,AMAZON-AES,,*.staging.paydiant.com,true,34.231.200.78,443,https,,paydiant.com,Ashburn
https://dc6.sslvpn.paydiant.com,US,PAYDIANT,"PayPal, Inc.",dc6-sslvpn.paydiant.com,true,198.54.216.4,443,https,,paydiant.com,
https://staging-sitestatus.external.skybridge.paydiant.com,US,AMAZON-AES,,*.execute-api.us-east-1.amazonaws.com,true,34.197.187.156,443,https,,paydiant.com,Ashburn
https://lb-sasi.us-east-1.engineering.core.paydiant.com,US,AMAZON-AES,,lb.us-east-1.engineering.core.paydiant.com,true,52.23.43.93,443,https,,paydiant.com,Ashburn
https://lb-green.us-east-1.testing.core.paydiant.com,US,AMAZON-AES,,lb.us-east-1.testing.core.paydiant.com,true,52.201.157.180,443,https,,paydiant.com,Ashburn
https://api-b2b.qa.paydiant.com,US,AMAZON-AES,"PayPal, Inc.",ops.qa.paydiant.com,true,3.218.211.202,443,https,,paydiant.com,Ashburn
https://lb.us-east-1.staging.core.paydiant.com,US,AMAZON-AES,,lb.us-east-1.staging.core.paydiant.com,true,54.164.250.120,443,https,,paydiant.com,
https://lb-blue.us-east-1.testing.core.paydiant.com,US,AMAZON-AES,,lb.us-east-1.testing.core.paydiant.com,true,52.22.90.131,443,https,,paydiant.com,Ashburn
https://staging-sitestatus.external.skybridge.paydiant.com,US,AMAZON-AES,,staging-sitestatus.external.skybridge.paydiant.com,true,52.44.224.195,443,https,,paydiant.com,Ashburn
https://lb.us-east-1.production.core.paydiant.com,US,AMAZON-AES,,lb.us-east-1.production.core.paydiant.com,true,3.213.45.156,443,https,,paydiant.com,Ashburn
https://api-b2b.testing.paydiant.com,US,AMAZON-AES,,*.testing.paydiant.com,true,52.201.157.180,443,https,,paydiant.com,Ashburn
https://lb-green.us-east-1.certification.core.paydiant.com,US,AMAZON-AES,,lb.us-east-1.certification.core.paydiant.com,true,34.236.9.180,443,https,,paydiant.com,Ashburn
https://lb.us-east-1.testing.core.paydiant.com,US,AMAZON-AES,,lb.us-east-1.testing.core.paydiant.com,true,3.218.211.202,443,https,,paydiant.com,Ashburn
https://lb.us-east-1.engineering.core.paydiant.com,US,AMAZON-AES,,lb.us-east-1.engineering.core.paydiant.com,true,52.45.194.199,443,https,,paydiant.com,Ashburn
https://certification-sitestatus.external.skybridge.paydiant.com,US,AMAZON-AES,,certification-sitestatus.external.skybridge.paydiant.com,true,54.204.98.65,443,https,,paydiant.com,Ashburn
https://macys.eng.paydiant.com,US,CENTURYLINK-LEGACY-SAVVIS,,*.qa.paydiant.com,true,64.14.89.121,443,https,,paydiant.com,
https://lb-blue.us-east-1.certification.core.paydiant.com,US,AMAZON-AES,,*.certification.paydiant.com,true,54.164.33.16,443,https,,paydiant.com,
https://api-b2b.paydiant.com,US,AMAZON-AES,,*.paydiant.com,true,3.226.18.149,443,https,,paydiant.com,Ashburn
https://client-vpn.us-east-1.infprod.hub.paydiant.com,US,AMAZON-AES,"PayPal, Inc.",client-vpn.us-east-1.infnonprod.hub.paydiant.com,true,54.173.113.174,443,https,,paydiant.com,Ashburn
https://lb-sasi.us-east-1.engineering.core.paydiant.com,US,AMAZON-AES,,*.engineering.paydiant.com,true,52.71.53.253,443,https,,paydiant.com,Ashburn
https://lb-blue.us-east-1.production.core.paydiant.com,US,AMAZON-AES,,*.paydiant.com,true,107.22.74.71,443,https,,paydiant.com,Ashburn
https://lb-blue.us-east-1.engineering.core.paydiant.com,US,AMAZON-AES,,lb.us-east-1.engineering.core.paydiant.com,true,52.4.1.136,443,https,,paydiant.com,Ashburn
https://lb.us-east-1.staging.core.paydiant.com,US,AMAZON-AES,,*.staging.paydiant.com,true,52.1.6.114,443,https,,paydiant.com,Ashburn
https://lb.us-east-1.production.core.paydiant.com,US,AMAZON-AES,,*.paydiant.com,true,3.226.18.149,443,https,,paydiant.com,Ashburn
https://lb-green.us-east-1.production.core.paydiant.com,US,AMAZON-AES,,*.paydiant.com,true,3.226.18.149,443,https,,paydiant.com,Ashburn
https://prod-sitestatus.external.skybridge.paydiant.com,US,AMAZON-AES,,prod-sitestatus.external.skybridge.paydiant.com,true,52.7.109.48,443,https,,paydiant.com,Ashburn
https://lb-green.us-east-1.engineering.core.paydiant.com,US,AMAZON-AES,,lb.us-east-1.engineering.core.paydiant.com,true,52.45.194.199,443,https,,paydiant.com,Ashburn
https://sasiapi-b2b.staging.paydiant.com,US,AMAZON-AES,,*.staging.paydiant.com,true,44.193.48.61,443,https,,paydiant.com,Ashburn
https://lb.us-east-1.certification.core.paydiant.com,US,AMAZON-AES,,lb.us-east-1.certification.core.paydiant.com,true,100.25.88.219,443,https,,paydiant.com,Ashburn
https://api-b2b.staging.paydiant.com,US,AMAZON-AES,,*.staging.paydiant.com,true,52.1.6.114,443,https,,paydiant.com,Ashburn
https://lb-sasi.us-east-1.production.core.paydiant.com,US,AMAZON-AES,,lb.us-east-1.production.core.paydiant.com,true,107.22.74.71,443,https,,paydiant.com,Ashburn
https://apache1.eng.paydiant.com,US,CENTURYLINK-LEGACY-SAVVIS,,*.qa.paydiant.com,true,64.14.89.121,443,https,400 Bad Request,paydiant.com,
ftp.paydiant.com,US,ULTRADNS,,,false,204.74.99.103,80,http,UltraDNS Client Redirection Service,paydiant.com,
https://lb-sasi.us-east-1.staging.core.paydiant.com,US,AMAZON-AES,,lb.us-east-1.staging.core.paydiant.com,true,44.193.48.61,443,https,,paydiant.com,Ashburn
https://lb-sasi.us-east-1.testing.core.paydiant.com,US,AMAZON-AES,,lb.us-east-1.testing.core.paydiant.com,true,52.201.157.180,443,https,,paydiant.com,Ashburn
https://mainapi-b2b.paydiant.com,US,AMAZON-AES,,*.paydiant.com,true,54.197.173.138,443,https,,paydiant.com,Ashburn
https://lb-green.us-east-1.staging.core.paydiant.com,US,AMAZON-AES,,lb.us-east-1.staging.core.paydiant.com,true,34.231.200.78,443,https,,paydiant.com,Ashburn
https://lb-blue.us-east-1.staging.core.paydiant.com,US,AMAZON-AES,,lb.us-east-1.staging.core.paydiant.com,true,34.231.200.78,443,https,,paydiant.com,Ashburn
https://lb-blue.us-east-1.production.core.paydiant.com,US,AMAZON-AES,,lb.us-east-1.production.core.paydiant.com,true,3.226.18.149,443,https,,paydiant.com,Ashburn
https://sasi.staging.paydiant.com,US,AMAZON-AES,,*.staging.paydiant.com,true,44.193.48.61,443,https,,paydiant.com,Ashburn
https://lb-green.us-east-1.production.core.paydiant.com,US,AMAZON-AES,,lb.us-east-1.production.core.paydiant.com,true,107.22.74.71,443,https,,paydiant.com,Ashburn
https://sasiapi-b2b.staging.paydiant.com,US,AMAZON-AES,,*.staging.paydiant.com,true,54.164.250.120,443,https,,paydiant.com,
https://lb-blue.us-east-1.staging.core.paydiant.com,US,AMAZON-AES,,*.staging.paydiant.com,true,54.164.250.120,443,https,,paydiant.com,
https://api-b2b.qa.paydiant.com,US,AMAZON-AES,,*.testing.paydiant.com,true,52.201.157.180,443,https,,paydiant.com,Ashburn
https://mainapi-b2b.paydiant.com,US,AMAZON-AES,,*.paydiant.com,true,3.213.45.156,443,https,,paydiant.com,Ashburn
https://sasiapi-b2b.paydiant.com,US,AMAZON-AES,,*.paydiant.com,true,3.213.45.156,443,https,,paydiant.com,Ashburn
https://atmgateway.paydiant.com:445,US,CENTURYLINK-LEGACY-SAVVIS,"PayPal, Inc.",atmgateway-iso.paydiant.com,false,64.14.89.90,445,https,,paydiant.com,
https://api-b2b.certification.paydiant.com,US,AMAZON-AES,,*.certification.paydiant.com,true,34.236.9.180,443,https,,paydiant.com,Ashburn
https://lb-green.us-east-1.staging.core.paydiant.com,US,AMAZON-AES,,*.staging.paydiant.com,true,52.1.6.114,443,https,,paydiant.com,Ashburn
https://lb-green.us-east-1.certification.core.paydiant.com,US,AMAZON-AES,,*.certification.paydiant.com,true,100.25.88.219,443,https,,paydiant.com,Ashburn
https://lb-sasi.us-east-1.testing.core.paydiant.com,US,AMAZON-AES,,*.testing.paydiant.com,true,52.22.90.131,443,https,,paydiant.com,Ashburn
